قل يا أهل الكتاب لم تصدون عن سبيل الله من آمن تبغونها عوجا وأنتم شهداء وما الله بغافل عما تعملون .  سُورَة آل عِمران  آية 99,3,99,سُورَة آل عِمران,392,الحزب (7),الجزء الرابع,3,99,سُورَة آل عِمران,392,الحزب (7),الجزء الرابع
يا أيها الذين آمنوا إن تطيعوا فريقا من الذين أوتوا الكتاب يردوكم بعد إيمانكم كافرين .  سُورَة آل عِمران  آية 100,3,100,سُورَة آل عِمران,393,الحزب (7),الجزء الرابع,3,100,سُورَة آل عِمران,393,الحزب (7),الجزء الرابع
وكيف تكفرون وأنتم تتلى عليكم آيات الله وفيكم رسوله ومن يعتصم بالله فقد هدي إلى صراط مستقيم .  سُورَة آل عِمران  آية 101,3,101,سُورَة آل عِمران,394,الحزب (7),الجزء الرابع,3,101,سُورَة آل عِمران,394,الحزب (7),الجزء الرابع
يا أيها الذين آمنوا اتقوا الله حق تقاته ولا تموتن إلا وأنتم مسلمون .  سُورَة آل عِمران  آية 102,3,102,سُورَة آل عِمران,395,الحزب (7),الجزء الرابع,3,102,سُورَة آل عِمران,395,الحزب (7),الجزء الرابع
واعتصموا بحبل الله جميعا ولا تفرقوا واذكروا نعمة الله عليكم إذ كنتم أعداء فألف بين قلوبكم فأصبحتم بنعمته إخوانا وكنتم على شفا حفرة من النار فأنقذكم منها كذلك يبين الله لكم آياته لعلكم تهتدون .  سُورَة آل عِمران  آية 103,3,103,سُورَة آل عِمران,396,الحزب (7),الجزء الرابع,3,103,سُورَة آل عِمران,396,الحزب (7),الجزء الرابع
ولتكن منكم أمة يدعون إلى الخير ويأمرون بالمعروف وينهون عن المنكر وأولئك هم المفلحون .  سُورَة آل عِمران  آية 104,3,104,سُورَة آل عِمران,397,الحزب (7),الجزء الرابع,3,104,سُورَة آل عِمران,397,الحزب (7),الجزء الرابع
ولا تكونوا كالذين تفرقوا واختلفوا من بعد ما جاءهم البينات وأولئك لهم عذاب عظيم .  سُورَة آل عِمران  آية 105,3,105,سُورَة آل عِمران,398,الحزب (7),الجزء الرابع,3,105,سُورَة آل عِمران,398,الحزب (7),الجزء الرابع
يوم تبيض وجوه وتسود وجوه فأما الذين اسودت وجوههم أكفرتم بعد إيمانكم فذوقوا العذاب بما كنتم تكفرون .  سُورَة آل عِمران  آية 106,3,106,سُورَة آل عِمران,399,الحزب (7),الجزء الرابع,3,106,سُورَة آل عِمران,399,الحزب (7),الجزء الرابع
وأما الذين ابيضت وجوههم ففي رحمة الله هم فيها خالدون .  سُورَة آل عِمران  آية 107,3,107,سُورَة آل عِمران,400,الحزب (7),الجزء الرابع,3,107,سُورَة آل عِمران,400,الحزب (7),الجزء الرابع
تلك آيات الله نتلوها عليك بالحق وما الله يريد ظلما للعالمين .  سُورَة آل عِمران  آية 108,3,108,سُورَة آل عِمران,401,الحزب (7),الجزء الرابع,3,108,سُورَة آل عِمران,401,الحزب (7),الجزء الرابع
ولله ما في السماوات وما في الأرض وإلى الله ترجع الأمور .  سُورَة آل عِمران  آية 109,3,109,سُورَة آل عِمران,402,الحزب (7),الجزء الرابع,3,109,سُورَة آل عِمران,402,الحزب (7),الجزء الرابع
كنتم خير أمة أخرجت للناس تأمرون بالمعروف وتنهون عن المنكر وتؤمنون بالله ولو آمن أهل الكتاب لكان خيرا لهم منهم المؤمنون وأكثرهم الفاسقون .  سُورَة آل عِمران  آية 110,3,110,سُورَة آل عِمران,403,الحزب (7),الجزء الرابع,3,110,سُورَة آل عِمران,403,الحزب (7),الجزء الرابع
لن يضروكم إلا أذى وإن يقاتلوكم يولوكم الأدبار ثم لا ينصرون .  سُورَة آل عِمران  آية 111,3,111,سُورَة آل عِمران,404,الحزب (7),الجزء الرابع,3,111,سُورَة آل عِمران,404,الحزب (7),الجزء الرابع
ضربت عليهم الذلة أين ما ثقفوا إلا بحبل من الله وحبل من الناس وبآؤوا بغضب من الله وضربت عليهم المسكنة ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون الأنبياء بغير حق ذلك بما عصوا وكانوا يعتدون .  سُورَة آل عِمران  آية 112,3,112,سُورَة آل عِمران,405,الحزب (7),الجزء الرابع,3,112,سُورَة آل عِمران,405,الحزب (7),الجزء الرابع
ليسوا سواء من أهل الكتاب أمة قآئمة يتلون آيات الله آناء الليل وهم يسجدون .  سُورَة آل عِمران  آية 113,3,113,سُورَة آل عِمران,406,الحزب (7),الجزء الرابع,3,113,سُورَة آل عِمران,406,الحزب (7),الجزء الرابع
يؤمنون بالله واليوم الآخر ويأمرون بالمعروف وينهون عن المنكر ويسارعون في الخيرات وأولئك من الصالحين .  سُورَة آل عِمران  آية 114,3,114,سُورَة آل عِمران,407, ربع الحزب (7),الجزء الرابع,3,114,سُورَة آل عِمران,407, ربع الحزب (7),الجزء الرابع
وما يفعلوا من خير فلن يكفروه والله عليم بالمتقين .  سُورَة آل عِمران  آية 115,3,115,سُورَة آل عِمران,408, ربع الحزب (7),الجزء الرابع,3,115,سُورَة آل عِمران,408, ربع الحزب (7),الجزء الرابع
إن الذين كفروا لن تغني عنهم أموالهم ولا أولادهم من الله شيئا وأولئك أصحاب النار هم فيها خالدون .  سُورَة آل عِمران  آية 116,3,116,سُورَة آل عِمران,409, ربع الحزب (7),الجزء الرابع,3,116,سُورَة آل عِمران,409, ربع الحزب (7),الجزء الرابع
مثل ما ينفقون في هذه الحياة الدنيا كمثل ريح فيها صر أصابت حرث قوم ظلموا أنفسهم فأهلكته وما ظلمهم الله ولكن أنفسهم يظلمون .  سُورَة آل عِمران  آية 117,3,117,سُورَة آل عِمران,410, ربع الحزب (7),الجزء الرابع,3,117,سُورَة آل عِمران,410, ربع الحزب (7),الجزء الرابع
يا أيها الذين آمنوا لا تتخذوا بطانة من دونكم لا يألونكم خبالا ودوا ما عنتم قد بدت البغضاء من أفواههم وما تخفي صدورهم أكبر قد بينا لكم الآيات إن كنتم تعقلون .  سُورَة آل عِمران  آية 118,3,118,سُورَة آل عِمران,411, ربع الحزب (7),الجزء الرابع,3,118,سُورَة آل عِمران,411, ربع الحزب (7),الجزء الرابع
هاأنتم أولاء تحبونهم ولا يحبونكم وتؤمنون بالكتاب كله وإذا لقوكم قالوا آمنا وإذا خلوا عضوا عليكم الأنامل من الغيظ قل موتوا بغيظكم إن الله عليم بذات الصدور .  سُورَة آل عِمران  آية 119,3,119,سُورَة آل عِمران,412, ربع الحزب (7),الجزء الرابع,3,119,سُورَة آل عِمران,412, ربع الحزب (7),الجزء الرابع
إن تمسسكم حسنة تسؤهم وإن تصبكم سيئة يفرحوا بها وإن تصبروا وتتقوا لا يضركم كيدهم شيئا إن الله بما يعملون محيط .  سُورَة آل عِمران  آية 120,3,120,سُورَة آل عِمران,413, ربع الحزب (7),الجزء الرابع,3,120,سُورَة آل عِمران,413, ربع الحزب (7),الجزء الرابع
وإذ غدوت من أهلك تبوىء المؤمنين مقاعد للقتال والله سميع عليم .  سُورَة آل عِمران  آية 121,3,121,سُورَة آل عِمران,414, ربع الحزب (7),الجزء الرابع,3,121,سُورَة آل عِمران,414, ربع الحزب (7),الجزء الرابع
إذ همت طآئفتان منكم أن تفشلا والله وليهما وعلى الله فليتوكل المؤمنون .  سُورَة آل عِمران  آية 122,3,122,سُورَة آل عِمران,415, ربع الحزب (7),الجزء الرابع,3,122,سُورَة آل عِمران,415, ربع الحزب (7),الجزء الرابع
ولقد نصركم الله ببدر وأنتم أذلة فاتقوا الله لعلكم تشكرون .  سُورَة آل عِمران  آية 123,3,123,سُورَة آل عِمران,416, ربع الحزب (7),الجزء الرابع,3,123,سُورَة آل عِمران,416, ربع الحزب (7),الجزء الرابع
إذ تقول للمؤمنين ألن يكفيكم أن يمدكم ربكم بثلاثة آلاف من الملآئكة منزلين .  سُورَة آل عِمران  آية 124,3,124,سُورَة آل عِمران,417, ربع الحزب (7),الجزء الرابع,3,124,سُورَة آل عِمران,417, ربع الحزب (7),الجزء الرابع
بلى إن تصبروا وتتقوا ويأتوكم من فورهم هذا يمددكم ربكم بخمسة آلاف من الملآئكة مسومين .  سُورَة آل عِمران  آية 125,3,125,سُورَة آل عِمران,418, ربع الحزب (7),الجزء الرابع,3,125,سُورَة آل عِمران,418, ربع الحزب (7),الجزء الرابع
وما جعله الله إلا بشرى لكم ولتطمئن قلوبكم به وما النصر إلا من عند الله العزيز الحكيم .  سُورَة آل عِمران  آية 126,3,126,سُورَة آل عِمران,419, ربع الحزب (7),الجزء الرابع,3,126,سُورَة آل عِمران,419, ربع الحزب (7),الجزء الرابع
ليقطع طرفا من الذين كفروا أو يكبتهم فينقلبوا خآئبين .  سُورَة آل عِمران  آية 127,3,127,سُورَة آل عِمران,420, ربع الحزب (7),الجزء الرابع,3,127,سُورَة آل عِمران,420, ربع الحزب (7),الجزء الرابع
ليس لك من الأمر شيء أو يتوب عليهم أو يعذبهم فإنهم ظالمون .  سُورَة آل عِمران  آية 128,3,128,سُورَة آل عِمران,421, ربع الحزب (7),الجزء الرابع,3,128,سُورَة آل عِمران,421, ربع الحزب (7),الجزء الرابع
ولله ما في السماوات وما في الأرض يغفر لمن يشاء ويعذب من يشاء والله غفور رحيم .  سُورَة آل عِمران  آية 129,3,129,سُورَة آل عِمران,422, ربع الحزب (7),الجزء الرابع,3,129,سُورَة آل عِمران,422, ربع الحزب (7),الجزء الرابع
يا أيها الذين آمنوا لا تأكلوا الربا أضعافا مضاعفة واتقوا الله لعلكم تفلحون .  سُورَة آل عِمران  آية 130,3,130,سُورَة آل عِمران,423, ربع الحزب (7),الجزء الرابع,3,130,سُورَة آل عِمران,423, ربع الحزب (7),الجزء الرابع
واتقوا النار التي أعدت للكافرين .  سُورَة آل عِمران  آية 131,3,131,سُورَة آل عِمران,424, ربع الحزب (7),الجزء الرابع,3,131,سُورَة آل عِمران,424, ربع الحزب (7),الجزء الرابع
وأطيعوا الله والرسول لعلكم ترحمون .  سُورَة آل عِمران  آية 132,3,132,سُورَة آل عِمران,425, ربع الحزب (7),الجزء الرابع,3,132,سُورَة آل عِمران,425, ربع الحزب (7),الجزء الرابع
وسارعوا إلى مغفرة من ربكم وجنة عرضها السماوات والأرض أعدت للمتقين .  سُورَة آل عِمران  آية 133,3,133,سُورَة آل عِمران,426, ربع الحزب (7),الجزء الرابع,3,133,سُورَة آل عِمران,426, ربع الحزب (7),الجزء الرابع
الذين ينفقون في السراء والضراء والكاظمين الغيظ والعافين عن الناس والله يحب المحسنين .  سُورَة آل عِمران  آية 134,3,134,سُورَة آل عِمران,427, نصف الحزب (7),الجزء الرابع,3,134,سُورَة آل عِمران,427, نصف الحزب (7),الجزء الرابع
والذين إذا فعلوا فاحشة أو ظلموا أنفسهم ذكروا الله فاستغفروا لذنوبهم ومن يغفر الذنوب إلا الله ولم يصروا على ما فعلوا وهم يعلمون .  سُورَة آل عِمران  آية 135,3,135,سُورَة آل عِمران,428, نصف الحزب (7),الجزء الرابع,3,135,سُورَة آل عِمران,428, نصف الحزب (7),الجزء الرابع
أولئك جزآؤهم مغفرة من ربهم وجنات تجري من تحتها الأنهار خالدين فيها ونعم أجر العاملين .  سُورَة آل عِمران  آية 136,3,136,سُورَة آل عِمران,429, نصف الحزب (7),الجزء الرابع,3,136,سُورَة آل عِمران,429, نصف الحزب (7),الجزء الرابع
قد خلت من قبلكم سنن فسيروا في الأرض فانظروا كيف كان عاقبة المكذبين .  سُورَة آل عِمران  آية 137,3,137,سُورَة آل عِمران,430, نصف الحزب (7),الجزء الرابع,3,137,سُورَة آل عِمران,430, نصف الحزب (7),الجزء الرابع
هذا بيان للناس وهدى وموعظة للمتقين .  سُورَة آل عِمران  آية 138,3,138,سُورَة آل عِمران,431, نصف الحزب (7),الجزء الرابع,3,138,سُورَة آل عِمران,431, نصف الحزب (7),الجزء الرابع
ولا تهنوا ولا تحزنوا وأنتم الأعلون إن كنتم مؤمنين .  سُورَة آل عِمران  آية 139,3,139,سُورَة آل عِمران,432, نصف الحزب (7),الجزء الرابع,3,139,سُورَة آل عِمران,432, نصف الحزب (7),الجزء الرابع
إن يمسسكم قرح فقد مس القوم قرح مثله وتلك الأيام نداولها بين الناس وليعلم الله الذين آمنوا ويتخذ منكم شهداء والله لا يحب الظالمين .  سُورَة آل عِمران  آية 140,3,140,سُورَة آل عِمران,433, نصف الحزب (7),الجزء الرابع,3,140,سُورَة آل عِمران,433, نصف الحزب (7),الجزء الرابع
وليمحص الله الذين آمنوا ويمحق الكافرين .  سُورَة آل عِمران  آية 141,3,141,سُورَة آل عِمران,434, نصف الحزب (7),الجزء الرابع,3,141,سُورَة آل عِمران,434, نصف الحزب (7),الجزء الرابع
أم حسبتم أن تدخلوا الجنة ولما يعلم الله الذين جاهدوا منكم ويعلم الصابرين .  سُورَة آل عِمران  آية 142,3,142,سُورَة آل عِمران,435, نصف الحزب (7),الجزء الرابع,3,142,سُورَة آل عِمران,435, نصف الحزب (7),الجزء الرابع
ولقد كنتم تمنون الموت من قبل أن تلقوه فقد رأيتموه وأنتم تنظرون .  سُورَة آل عِمران  آية 143,3,143,سُورَة آل عِمران,436, نصف الحزب (7),الجزء الرابع,3,143,سُورَة آل عِمران,436, نصف الحزب (7),الجزء الرابع
وما محمد إلا رسول قد خلت من قبله الرسل أفإن مات أو قتل انقلبتم على أعقابكم ومن ينقلب على عقبيه فلن يضر الله شيئا وسيجزي الله الشاكرين .  سُورَة آل عِمران  آية 144,3,144,سُورَة آل عِمران,437, نصف الحزب (7),الجزء الرابع,3,144,سُورَة آل عِمران,437, نصف الحزب (7),الجزء الرابع
وما كان لنفس أن تموت إلا بإذن الله كتابا مؤجلا ومن يرد ثواب الدنيا نؤته منها ومن يرد ثواب الآخرة نؤته منها وسنجزي الشاكرين .  سُورَة آل عِمران  آية 145,3,145,سُورَة آل عِمران,438, نصف الحزب (7),الجزء الرابع,3,145,سُورَة آل عِمران,438, نصف الحزب (7),الجزء الرابع
وكأين من نبي قاتل معه ربيون كثير فما وهنوا لما أصابهم في سبيل الله وما ضعفوا وما استكانوا والله يحب الصابرين .  سُورَة آل عِمران  آية 146,3,146,سُورَة آل عِمران,439, نصف الحزب (7),الجزء الرابع,3,146,سُورَة آل عِمران,439, نصف الحزب (7),الجزء الرابع
وما كان قولهم إلا أن قالوا ربنا اغفر لنا ذنوبنا وإسرافنا في أمرنا وثبت أقدامنا وانصرنا على القوم الكافرين .  سُورَة آل عِمران  آية 147,3,147,سُورَة آل عِمران,440, نصف الحزب (7),الجزء الرابع,3,147,سُورَة آل عِمران,440, نصف الحزب (7),الجزء الرابع
فآتاهم الله ثواب الدنيا وحسن ثواب الآخرة والله يحب المحسنين .  سُورَة آل عِمران  آية 148,3,148,سُورَة آل عِمران,441, نصف الحزب (7),الجزء الرابع,3,148,سُورَة آل عِمران,441, نصف الحزب (7),الجزء الرابع
يا أيها الذين آمنوا إن تطيعوا الذين كفروا يردوكم على أعقابكم فتنقلبوا خاسرين .  سُورَة آل عِمران  آية 149,3,149,سُورَة آل عِمران,442, نصف الحزب (7),الجزء الرابع,3,149,سُورَة آل عِمران,442, نصف الحزب (7),الجزء الرابع
بل الله مولاكم وهو خير الناصرين .  سُورَة آل عِمران  آية 150,3,150,سُورَة آل عِمران,443, نصف الحزب (7),الجزء الرابع,3,150,سُورَة آل عِمران,443, نصف الحزب (7),الجزء الرابع
سنلقي في قلوب الذين كفروا الرعب بما أشركوا بالله ما لم ينزل به سلطانا ومأواهم النار وبئس مثوى الظالمين .  سُورَة آل عِمران  آية 151,3,151,سُورَة آل عِمران,444, نصف الحزب (7),الجزء الرابع,3,151,سُورَة آل عِمران,444, نصف الحزب (7),الجزء الرابع
ولقد صدقكم الله وعده إذ تحسونهم بإذنه حتى إذا فشلتم وتنازعتم في الأمر وعصيتم من بعد ما أراكم ما تحبون منكم من يريد الدنيا ومنكم من يريد الآخرة ثم صرفكم عنهم ليبتليكم ولقد عفا عنكم والله ذو فضل على المؤمنين .  سُورَة آل عِمران  آية 152,3,152,سُورَة آل عِمران,445, نصف الحزب (7),الجزء الرابع,3,152,سُورَة آل عِمران,445, نصف الحزب (7),الجزء الرابع
إذ تصعدون ولا تلوون على أحد والرسول يدعوكم في أخراكم فأثابكم غما بغم لكيلا تحزنوا على ما فاتكم ولا ما أصابكم والله خبير بما تعملون .  سُورَة آل عِمران  آية 153,3,153,سُورَة آل عِمران,446, نصف الحزب (7),الجزء الرابع,3,153,سُورَة آل عِمران,446, نصف الحزب (7),الجزء الرابع
ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طآئفة منكم وطآئفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية يقولون هل لنا من الأمر من شيء قل إن الأمر كله لله يخفون في أنفسهم ما لا يبدون لك يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم والله عليم بذات الصدور .  سُورَة آل عِمران  آية 154,3,154,سُورَة آل عِمران,447, ثلاثة أرباع الحزب (7),الجزء الرابع,3,154,سُورَة آل عِمران,447, ثلاثة أرباع الحزب (7),الجزء الرابع
إن الذين تولوا منكم يوم التقى الجمعان إنما استزلهم الشيطان ببعض ما كسبوا ولقد عفا الله عنهم إن الله غفور حليم .  سُورَة آل عِمران  آية 155,3,155,سُورَة آل عِمران,448, ثلاثة أرباع الحزب (7),الجزء الرابع,3,155,سُورَة آل عِمران,448, ثلاثة أرباع الحزب (7),الجزء الرابع
يا أيها الذين آمنوا لا تكونوا كالذين كفروا وقالوا لإخوانهم إذا ضربوا في الأرض أو كانوا غزى لو كانوا عندنا ما ماتوا وما قتلوا ليجعل الله ذلك حسرة في قلوبهم والله يحيي ويميت والله بما تعملون بصير .  سُورَة آل عِمران  آية 156,3,156,سُورَة آل عِمران,449, ثلاثة أرباع الحزب (7),الجزء الرابع,3,156,سُورَة آل عِمران,449, ثلاثة أرباع الحزب (7),الجزء الرابع
ولئن قتلتم في سبيل الله أو متم لمغفرة من الله ورحمة خير مما يجمعون .  سُورَة آل عِمران  آية 157,3,157,سُورَة آل عِمران,450, ثلاثة أرباع الحزب (7),الجزء الرابع,3,157,سُورَة آل عِمران,450, ثلاثة أرباع الحزب (7),الجزء الرابع
ولئن متم أو قتلتم لإلى الله تحشرون .  سُورَة آل عِمران  آية 158,3,158,سُورَة آل عِمران,451, ثلاثة أرباع الحزب (7),الجزء الرابع,3,158,سُورَة آل عِمران,451, ثلاثة أرباع الحزب (7),الجزء الرابع
فبما رحمة من الله لنت لهم ولو كنت فظا غليظ القلب لانفضوا من حولك فاعف عنهم واستغفر لهم وشاورهم في الأمر فإذا عزمت فتوكل على الله إن الله يحب المتوكلين .  سُورَة آل عِمران  آية 159,3,159,سُورَة آل عِمران,452, ثلاثة أرباع الحزب (7),الجزء الرابع,3,159,سُورَة آل عِمران,452, ثلاثة أرباع الحزب (7),الجزء الرابع
إن ينصركم الله فلا غالب لكم وإن يخذلكم فمن ذا الذي ينصركم من بعده وعلى الله فليتوكل المؤمنون .  سُورَة آل عِمران  آية 160,3,160,سُورَة آل عِمران,453, ثلاثة أرباع الحزب (7),الجزء الرابع,3,160,سُورَة آل عِمران,453, ثلاثة أرباع الحزب (7),الجزء الرابع
وما كان لنبي أن يغل ومن يغلل يأت بما غل يوم القيامة ثم توفى كل نفس ما كسبت وهم لا يظلمون .  سُورَة آل عِمران  آية 161,3,161,سُورَة آل عِمران,454, ثلاثة أرباع الحزب (7),الجزء الرابع,3,161,سُورَة آل عِمران,454, ثلاثة أرباع الحزب (7),الجزء الرابع
أفمن اتبع رضوان الله كمن باء بسخط من الله ومأواه جهنم وبئس المصير .  سُورَة آل عِمران  آية 162,3,162,سُورَة آل عِمران,455, ثلاثة أرباع الحزب (7),الجزء الرابع,3,162,سُورَة آل عِمران,455, ثلاثة أرباع الحزب (7),الجزء الرابع
هم درجات عند الله والله بصير بما يعملون .  سُورَة آل عِمران  آية 163,3,163,سُورَة آل عِمران,456, ثلاثة أرباع الحزب (7),الجزء الرابع,3,163,سُورَة آل عِمران,456, ثلاثة أرباع الحزب (7),الجزء الرابع
لقد من الله على المؤمنين إذ بعث فيهم رسولا من أنفسهم يتلو عليهم آياته ويزكيهم ويعلمهم الكتاب والحكمة وإن كانوا من قبل لفي ضلال مبين .  سُورَة آل عِمران  آية 164,3,164,سُورَة آل عِمران,457, ثلاثة أرباع الحزب (7),الجزء الرابع,3,164,سُورَة آل عِمران,457, ثلاثة أرباع الحزب (7),الجزء الرابع
أولما أصابتكم مصيبة قد أصبتم مثليها قلتم أنى هذا قل هو من عند أنفسكم إن الله على كل شيء قدير .  سُورَة آل عِمران  آية 165,3,165,سُورَة آل عِمران,458, ثلاثة أرباع الحزب (7),الجزء الرابع,3,165,سُورَة آل عِمران,458, ثلاثة أرباع الحزب (7),الجزء الرابع
وما أصابكم يوم التقى الجمعان فبإذن الله وليعلم المؤمنين .  سُورَة آل عِمران  آية 166,3,166,سُورَة آل عِمران,459, ثلاثة أرباع الحزب (7),الجزء الرابع,3,166,سُورَة آل عِمران,459, ثلاثة أرباع الحزب (7),الجزء الرابع
وليعلم الذين نافقوا وقيل لهم تعالوا قاتلوا في سبيل الله أو ادفعوا قالوا لو نعلم قتالا لاتبعناكم هم للكفر يومئذ أقرب منهم للإيمان يقولون بأفواههم ما ليس في قلوبهم والله أعلم بما يكتمون .  سُورَة آل عِمران  آية 167,3,167,سُورَة آل عِمران,460, ثلاثة أرباع الحزب (7),الجزء الرابع,3,167,سُورَة آل عِمران,460, ثلاثة أرباع الحزب (7),الجزء الرابع
الذين قالوا لإخوانهم وقعدوا لو أطاعونا ما قتلوا قل فادرؤوا عن أنفسكم الموت إن كنتم صادقين .  سُورَة آل عِمران  آية 168,3,168,سُورَة آل عِمران,461, ثلاثة أرباع الحزب (7),الجزء الرابع,3,168,سُورَة آل عِمران,461, ثلاثة أرباع الحزب (7),الجزء الرابع
ولا تحسبن الذين قتلوا في سبيل الله أمواتا بل أحياء عند ربهم يرزقون .  سُورَة آل عِمران  آية 169,3,169,سُورَة آل عِمران,462, ثلاثة أرباع الحزب (7),الجزء الرابع,3,169,سُورَة آل عِمران,462, ثلاثة أرباع الحزب (7),الجزء الرابع
فرحين بما آتاهم الله من فضله ويستبشرون بالذين لم يلحقوا بهم من خلفهم ألا خوف عليهم ولا هم يحزنون .  سُورَة آل عِمران  آية 170,3,170,سُورَة آل عِمران,463, ثلاثة أرباع الحزب (7),الجزء الرابع,3,170,سُورَة آل عِمران,463, ثلاثة أرباع الحزب (7),الجزء الرابع
يستبشرون بنعمة من الله وفضل وأن الله لا يضيع أجر المؤمنين .  سُورَة آل عِمران  آية 171,3,171,سُورَة آل عِمران,464, ثلاثة أرباع الحزب (7),الجزء الرابع,3,171,سُورَة آل عِمران,464, ثلاثة أرباع الحزب (7),الجزء الرابع
الذين استجابوا لله والرسول من بعد مآ أصابهم القرح للذين أحسنوا منهم واتقوا أجر عظيم .  سُورَة آل عِمران  آية 172,3,172,سُورَة آل عِمران,465, الحزب (8),الجزء الرابع,3,172,سُورَة آل عِمران,465, الحزب (8),الجزء الرابع
الذين قال لهم الناس إن الناس قد جمعوا لكم فاخشوهم فزادهم إيمانا وقالوا حسبنا الله ونعم الوكيل .  سُورَة آل عِمران  آية 173,3,173,سُورَة آل عِمران,466, الحزب (8),الجزء الرابع,3,173,سُورَة آل عِمران,466, الحزب (8),الجزء الرابع
فانقلبوا بنعمة من الله وفضل لم يمسسهم سوء واتبعوا رضوان الله والله ذو فضل عظيم .  سُورَة آل عِمران  آية 174,3,174,سُورَة آل عِمران,467, الحزب (8),الجزء الرابع,3,174,سُورَة آل عِمران,467, الحزب (8),الجزء الرابع
إنما ذلكم الشيطان يخوف أولياءه فلا تخافوهم وخافون إن كنتم مؤمنين .  سُورَة آل عِمران  آية 175,3,175,سُورَة آل عِمران,468, الحزب (8),الجزء الرابع,3,175,سُورَة آل عِمران,468, الحزب (8),الجزء الرابع
ولا يحزنك الذين يسارعون في الكفر إنهم لن يضروا الله شيئا يريد الله ألا يجعل لهم حظا في الآخرة ولهم عذاب عظيم .  سُورَة آل عِمران  آية 176,3,176,سُورَة آل عِمران,469, الحزب (8),الجزء الرابع,3,176,سُورَة آل عِمران,469, الحزب (8),الجزء الرابع
إن الذين اشتروا الكفر بالإيمان لن يضروا الله شيئا ولهم عذاب أليم .  سُورَة آل عِمران  آية 177,3,177,سُورَة آل عِمران,470, الحزب (8),الجزء الرابع,3,177,سُورَة آل عِمران,470, الحزب (8),الجزء الرابع
ولا يحسبن الذين كفروا أنما نملي لهم خير لأنفسهم إنما نملي لهم ليزدادوا إثما ولهم عذاب مهين .  سُورَة آل عِمران  آية 178,3,178,سُورَة آل عِمران,471, الحزب (8),الجزء الرابع,3,178,سُورَة آل عِمران,471, الحزب (8),الجزء الرابع
ما كان الله ليذر المؤمنين على مآ أنتم عليه حتى يميز الخبيث من الطيب وما كان الله ليطلعكم على الغيب ولكن الله يجتبي من رسله من يشاء فآمنوا بالله ورسله وإن تؤمنوا وتتقوا فلكم أجر عظيم .  سُورَة آل عِمران  آية 179,3,179,سُورَة آل عِمران,472, الحزب (8),الجزء الرابع,3,179,سُورَة آل عِمران,472, الحزب (8),الجزء الرابع
ولا يحسبن الذين يبخلون بما آتاهم الله من فضله هو خيرا لهم بل هو شر لهم سيطوقون ما بخلوا به يوم القيامة ولله ميراث السماوات والأرض والله بما تعملون خبير .  سُورَة آل عِمران  آية 180,3,180,سُورَة آل عِمران,473, الحزب (8),الجزء الرابع,3,180,سُورَة آل عِمران,473, الحزب (8),الجزء الرابع
لقد سمع الله قول الذين قالوا إن الله فقير ونحن أغنياء سنكتب ما قالوا وقتلهم الأنبياء بغير حق ونقول ذوقوا عذاب الحريق .  سُورَة آل عِمران  آية 181,3,181,سُورَة آل عِمران,474, الحزب (8),الجزء الرابع,3,181,سُورَة آل عِمران,474, الحزب (8),الجزء الرابع
ذلك بما قدمت أيديكم وأن الله ليس بظلام للعبيد .  سُورَة آل عِمران  آية 182,3,182,سُورَة آل عِمران,475, الحزب (8),الجزء الرابع,3,182,سُورَة آل عِمران,475, الحزب (8),الجزء الرابع
الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين .  سُورَة آل عِمران  آية 183,3,183,سُورَة آل عِمران,476, الحزب (8),الجزء الرابع,3,183,سُورَة آل عِمران,476, الحزب (8),الجزء الرابع
فإن كذبوك فقد كذب رسل من قبلك جآؤوا بالبينات والزبر والكتاب المنير .  سُورَة آل عِمران  آية 184,3,184,سُورَة آل عِمران,477, الحزب (8),الجزء الرابع,3,184,سُورَة آل عِمران,477, الحزب (8),الجزء الرابع
كل نفس ذآئقة الموت وإنما توفون أجوركم يوم القيامة فمن زحزح عن النار وأدخل الجنة فقد فاز وما الحياة الدنيا إلا متاع الغرور .  سُورَة آل عِمران  آية 185,3,185,سُورَة آل عِمران,478, الحزب (8),الجزء الرابع,3,185,سُورَة آل عِمران,478, الحزب (8),الجزء الرابع
لتبلون في أموالكم وأنفسكم ولتسمعن من الذين أوتوا الكتاب من قبلكم ومن الذين أشركوا أذى كثيرا وإن تصبروا وتتقوا فإن ذلك من عزم الأمور .  سُورَة آل عِمران  آية 186,3,186,سُورَة آل عِمران,479, الحزب (8),الجزء الرابع,3,186,سُورَة آل عِمران,479, الحزب (8),الجزء الرابع
